1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
0.7745162002,-1.400473564,2.129114484,1.399861843,2.769624596,1.503065305,2.595305248,3.236586683,3.239392481,3.489933532,2.940291775,-0.01848977776,0.8461259532,1.926956876,2.829653489,2.397046016,1.681416459,0.8151882205,-1.230282169,-3.624124115,1.677898143,0.8467168255,1.463850946,0.9678106623,1.612537597,1.850196165,0.9140944478
