1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
5,4.9,3.7,3.3,2.8,3,2.7,2.4,2.3,2.1,2.4,2.6,2.4,1.4,1.8,2.2,2.5,2.3,2.3,1.7,1,1.7,2.1,1.8,1.7,1.8,2.2
